region,trust,date,type1_attendances,admissions
NHS England South East ,Hampshire Hospitals NHS Foundation Trust,2019-03,10179,4051
NHS England South East ,Western Sussex Hospitals NHS Foundation Trust,2019-03,12742,5290
NHS England South East ,Medway NHS Foundation Trust,2019-03,7886,3154
NHS England South East ,Haslemere Minor Injuries Unit,2019-03,0,1
NHS England South East ,Berkshire Healthcare NHS Foundation Trust,2019-03,0,0
NHS England South East ,University Hospital Southampton NHS Foundation Trust,2019-03,9363,5262
NHS England South East ,Oxford Health NHS Foundation Trust,2019-03,0,0
NHS England South East ,Portsmouth Hospitals NHS Trust,2019-03,10229,4917
NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,2019-03,13807,4942
NHS England South East ,Dartford And Gravesham NHS Trust,2019-03,9680,3088
NHS England South East ,East Kent Hospitals University NHS Foundation Trust,2019-03,15559,7033
NHS England South East ,Isle Of Wight NHS Trust,2019-03,3791,1102
NHS England South East ,Sussex Community NHS Foundation Trust,2019-03,0,1
NHS England South East ,Frimley Health NHS Foundation Trust,2019-03,20727,7883
NHS England South East ,East Sussex Healthcare NHS Trust,2019-03,10478,4415
NHS England South East ,Ashford Walk-In-Centre,2019-03,0,0
NHS England South East ,Brighton Station Health Centre,2019-03,0,0
NHS England South East ,Woking Walk In Centre,2019-03,0,0
NHS England South East ,Southampton NHS Treatment Centre,2019-03,0,0
NHS England South East ,St Mary's NHS Treatment Centre,2019-03,0,0
NHS England South East ,Royal Berkshire NHS Foundation Trust,2019-03,9630,3851
NHS England South East ,Whitstable Medical Practice,2019-03,0,0
NHS England South East ,Oxford University Hospitals NHS Foundation Trust,2019-03,12257,7360
NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,2019-03,9573,2269
NHS England South East ,East Berks Primary Care Ooh(Wam),2019-03,0,0
NHS England South East ,Royal Surrey County Hospital NHS Foundation Trust,2019-03,6548,3047
NHS England South West ,Exmouth Minor Injury Unit,2019-03,0,0
NHS England South West ,Northern Devon Healthcare NHS Trust,2019-03,3925,1647
NHS England South West ,Dorset Healthcare University NHS Foundation Trust,2019-03,0,15
NHS England South West ,Royal Cornwall Hospitals NHS Trust,2019-03,6565,3956
NHS England South West ,Paulton Memorial Hospital,2019-03,0,0
NHS England South West ,South Western Ambulance Service NHS Foundation Trust,2019-03,0,0
NHS England South West ,Bristol Community Health,2019-03,0,0
NHS England South West ,Okehampton Medical Centre,2019-03,0,0
NHS England South West ,Salisbury NHS Foundation Trust,2019-03,4263,2017
NHS England South West ,Yeovil District Hospital NHS Foundation Trust,2019-03,4948,2111
NHS England South West ,Wiltshire Health & Care,2019-03,0,0
NHS England South West ,Poole Hospital NHS Foundation Trust,2019-03,5902,3300
NHS England South West ,Clevedon Hospital,2019-03,0,0
NHS England South West ,Torbay And South Devon NHS Foundation Trust,2019-03,6385,3155
NHS England South West ,Gloucestershire Hospitals NHS Foundation Trust,2019-03,13245,4827
NHS England South West ,Taunton And Somerset NHS Foundation Trust,2019-03,6327,3473
NHS England South West ,University Hospitals Plymouth NHS Trust,2019-03,8817,5204
NHS England South West ,The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,2019-03,6677,3487
NHS England South West ,Cornwall Partnership NHS Foundation Trust,2019-03,0,26
NHS England South West ,Tetbury Hospital Trust Ltd,2019-03,0,0
NHS England South West ,Yate West Gate Centre,2019-03,0,0
NHS England South West ,Great Western Hospitals NHS Foundation Trust,2019-03,7314,3712
NHS England South West ,Weston Area Health NHS Trust,2019-03,4165,1218
NHS England South West ,University Hospitals Bristol NHS Foundation Trust,2019-03,10482,4214
NHS England South West ,Royal Devon And Exeter NHS Foundation Trust,2019-03,8336,3602
NHS England South West ,North Bristol NHS Trust,2019-03,8224,4749
NHS England South West ,Somerset Partnership NHS Foundation Trust,2019-03,0,37
NHS England South West ,Gloucestershire Care Services NHS Trust,2019-03,0,20
NHS England South West ,Royal United Hospitals Bath NHS Foundation Trust,2019-03,6590,4049
NHS England South West ,Dorset County Hospital NHS Foundation Trust,2019-03,4065,1743
NHS England East Of England ,Basildon And Thurrock University Hospitals NHS Foundation Trust,2019-04,11354,3360
NHS England East Of England ,Bedford Hospital NHS Trust,2019-04,6349,2328
NHS England East Of England ,Cambridge University Hospitals NHS Foundation Trust,2019-04,10412,4013
NHS England East Of England ,Clacton Hospital,2019-04,0,0
NHS England East Of England ,East And North Hertfordshire NHS Trust,2019-04,9167,3741
NHS England East Of England ,East Suffolk And North Essex NHS Foundation Trust,2019-04,16818,6630
NHS England East Of England ,Fryatt Hospital,2019-04,0,0
NHS England East Of England ,Hertfordshire Community NHS Trust,2019-04,0,0
NHS England East Of England ,Herts Urgent Care (Ascots Lane),2019-04,0,4
NHS England East Of England ,James Paget University Hospitals NHS Foundation Trust,2019-04,6484,2052
NHS England East Of England ,Luton And Dunstable University Hospital NHS Foundation Trust,2019-04,9047,4251
NHS England East Of England ,Mid Essex Hospital Services NHS Trust,2019-04,8576,2975
NHS England East Of England ,Milton Keynes University Hospital NHS Foundation Trust,2019-04,7278,2330
NHS England East Of England ,Norfolk And Norwich University Hospitals NHS Foundation Trust,2019-04,9473,4902
NHS England East Of England ,North West Anglia NHS Foundation Trust,2019-04,13115,4384
NHS England East Of England ,Norwich Practices Ltd,2019-04,0,0
NHS England East Of England ,Putnoe Medical Centre Walk In Centre,2019-04,0,0
NHS England East Of England ,Southend University Hospital NHS Foundation Trust,2019-04,6975,3904
NHS England East Of England ,The Princess Alexandra Hospital NHS Trust,2019-04,9008,2911
NHS England East Of England ,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",2019-04,5950,3035
NHS England East Of England ,West Hertfordshire Hospitals NHS Trust,2019-04,8586,3468
NHS England East Of England ,West Suffolk NHS Foundation Trust,2019-04,6295,2806
NHS England London,"Barking, Havering And Redbridge University Hospitals NHS Trust",2019-04,15289,4935
NHS England London,Barts Health NHS Trust,2019-04,26232,9866
NHS England London,Beckenham Beacon Ucc,2019-04,0,0
NHS England London,Belmont Health Centre,2019-04,0,0
NHS England London,Central London Community Healthcare NHS Trust,2019-04,0,0
NHS England London,Chelsea And Westminster Hospital NHS Foundation Trust,2019-04,18238,4512
NHS England London,Croydon Health Services NHS Trust,2019-04,7219,2070
NHS England London,Edmonton GP Walk In Centre,2019-04,0,0
NHS England London,Epsom And St Helier University Hospitals NHS Trust,2019-04,12609,3698
NHS England London,Guy's And St Thomas' NHS Foundation Trust,2019-04,13482,4299
NHS England London,Harold Wood Wic,2019-04,0,0
NHS England London,Homerton University Hospital NHS Foundation Trust,2019-04,11085,1841
NHS England London,Hounslow And Richmond Community Healthcare NHS Trust,2019-04,0,0
NHS England London,Imperial College Healthcare NHS Trust,2019-04,10117,4613
NHS England London,King's College Hospital NHS Foundation Trust,2019-04,15903,5009
NHS England London,Kings Park Surgery,2019-04,0,0
NHS England London,Kingston Hospital NHS Foundation Trust,2019-04,7667,2928
NHS England London,Lewisham And Greenwich NHS Trust,2019-04,13388,5234
NHS England London,London North West University Healthcare NHS Trust,2019-04,12544,7046
NHS England London,Moorfields Eye Hospital NHS Foundation Trust,2019-04,0,225
NHS England London,North East London NHS Foundation Trust,2019-04,0,0
NHS England London,North Middlesex University Hospital NHS Trust,2019-04,8572,2890
NHS England London,Royal Brompton & Harefield NHS Foundation Trust,2019-04,0,303
NHS England London,Royal Free London NHS Foundation Trust,2019-04,20387,5401
NHS England London,Royal National Orthopaedic Hospital NHS Trust,2019-04,0,31
NHS England London,St George's University Hospitals NHS Foundation Trust,2019-04,13111,5092
NHS England London,The Hillingdon Hospitals NHS Foundation Trust,2019-04,5772,2417
NHS England London,The Junction Hc - Unregistered Patients,2019-04,0,0
NHS England London,The Pinn Unregistered Wic,2019-04,0,0
NHS England London,University College London Hospitals NHS Foundation Trust,2019-04,12003,2363
NHS England London,Urgent Care Centre (Qms),2019-04,0,0
NHS England London,Whittington Health NHS Trust,2019-04,9077,1527
NHS England Midlands ,Assura Vertis Urgent Care Centres (Birmingham),2019-04,0,0
NHS England Midlands ,Badger Ltd,2019-04,0,0
NHS England Midlands ,Birmingham Wic,2019-04,0,0
NHS England Midlands ,Birmingham Women's And Children's NHS Foundation Trust,2019-04,5358,1357
NHS England Midlands ,Chesterfield Royal Hospital NHS Foundation Trust,2019-04,6270,3090
NHS England Midlands ,Corby Urgent Care Centre,2019-04,0,0
NHS England Midlands ,Coventry And Warwickshire Partnership NHS Trust,2019-04,0,82
NHS England Midlands ,Derbyshire Community Health Services NHS Foundation Trust,2019-04,0,0
NHS England Midlands ,Dhu Health Care C.I.C,2019-04,0,0
NHS England Midlands ,Erdington GP Health & Wellbeing Wic,2019-04,0,0
NHS England Midlands ,George Eliot Hospital NHS Trust,2019-04,7552,1441
NHS England Midlands ,Kettering General Hospital NHS Foundation Trust,2019-04,7843,2864
NHS England Midlands ,Latham House Medical Practice,2019-04,0,0
NHS England Midlands ,Lincolnshire Community Health Services NHS Trust,2019-04,0,9
NHS England Midlands ,Loughborough Urgent Care Centre,2019-04,0,0
NHS England Midlands ,Market Harborough Med.Ctr,2019-04,0,0
NHS England Midlands ,Market Harborough Urgent Care Centre,2019-04,0,0
NHS England Midlands ,Melton Mowbray Urgent Care Centre,2019-04,0,0
NHS England Midlands ,Northampton General Hospital NHS Trust,2019-04,8510,3349
NHS England Midlands ,Nottingham Citycare Partnership,2019-04,0,0
NHS England Midlands ,Nottingham University Hospitals NHS Trust,2019-04,15617,7270
NHS England Midlands ,Oadby & Wigston Urgent Care Centre,2019-04,0,0
NHS England Midlands ,Oakham Medical Practice,2019-04,0,0
NHS England Midlands ,Oakham Urgent Care Centre,2019-04,0,0
NHS England Midlands ,Sandwell And West Birmingham Hospitals NHS Trust,2019-04,14264,4289
NHS England Midlands ,Sherwood Forest Hospitals NHS Foundation Trust,2019-04,9264,3559
NHS England Midlands ,Shrewsbury And Telford Hospital NHS Trust,2019-04,10088,4961
NHS England Midlands ,Shropshire Community Health NHS Trust,2019-04,0,28
NHS England Midlands ,Sleaford Medical Group,2019-04,0,12
NHS England Midlands ,South Birmingham GP Walk In Centre,2019-04,0,0
NHS England Midlands ,South Warwickshire NHS Foundation Trust,2019-04,6055,2136
NHS England Midlands ,Summerfield GP Surg & Urgent Care Centre,2019-04,0,0
NHS England Midlands ,The Dudley Group NHS Foundation Trust,2019-04,9220,3145
NHS England Midlands ,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,2019-04,0,19
NHS England Midlands ,The Royal Wolverhampton NHS Trust,2019-04,12467,3942
NHS England Midlands ,United Lincolnshire Hospitals NHS Trust,2019-04,11934,5084
NHS England Midlands ,University Hospitals Birmingham NHS Foundation Trust,2019-04,31156,15595
NHS England Midlands ,University Hospitals Coventry And Warwickshire NHS Trust,2019-04,12545,5142
NHS England Midlands ,University Hospitals Of Derby And Burton NHS Foundation Trust,2019-04,17965,7522
NHS England Midlands ,University Hospitals Of Leicester NHS Trust,2019-04,20278,8465
NHS England Midlands ,University Hospitals Of North Midlands NHS Trust,2019-04,15416,8896
NHS England Midlands ,Walsall Healthcare NHS Trust,2019-04,7059,3012
NHS England Midlands ,Walsall Urgent Care Centre (Community Site),2019-04,0,0
NHS England Midlands ,Worcestershire Acute Hospitals NHS Trust,2019-04,10949,4243
NHS England Midlands ,Wye Valley NHS Trust,2019-04,5373,1770
NHS England North East And Yorkshire ,Airedale NHS Foundation Trust,2019-04,5211,2412
NHS England North East And Yorkshire ,Barnsley Hospital NHS Foundation Trust,2019-04,8726,3127
NHS England North East And Yorkshire ,Bradford Teaching Hospitals NHS Foundation Trust,2019-04,10573,4714
NHS England North East And Yorkshire ,Bransholme Health Centre,2019-04,0,0
NHS England North East And Yorkshire ,Calderdale And Huddersfield NHS Foundation Trust,2019-04,12986,4398
NHS England North East And Yorkshire ,County Durham And Darlington NHS Foundation Trust,2019-04,11718,5252
NHS England North East And Yorkshire ,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,2019-04,12144,4653
NHS England North East And Yorkshire ,Dr Local Care Direct Ooh,2019-04,0,0
NHS England North East And Yorkshire ,Dr Local Care Direct Ooh,2019-04,0,0
NHS England North East And Yorkshire ,East Riding Community Hospital,2019-04,0,0
NHS England North East And Yorkshire ,Gateshead Health NHS Foundation Trust,2019-04,7768,1944
NHS England North East And Yorkshire ,Goole & District Hospital,2019-04,0,0
NHS England North East And Yorkshire ,Harrogate And District NHS Foundation Trust,2019-04,4419,1571
NHS England North East And Yorkshire ,Hull University Teaching Hospitals NHS Trust,2019-04,11433,4656
NHS England North East And Yorkshire ,Humber Teaching NHS Foundation Trust,2019-04,0,0
NHS England North East And Yorkshire ,Leeds Teaching Hospitals NHS Trust,2019-04,16685,6135
NHS England North East And Yorkshire ,Mid Yorkshire Hospitals NHS Trust,2019-04,18067,5226
NHS England North East And Yorkshire ,North Cumbria University Hospitals NHS Trust,2019-04,8361,3006
NHS England North East And Yorkshire ,North Tees And Hartlepool NHS Foundation Trust,2019-04,3649,4317
NHS England North East And Yorkshire ,Northern Doctors Urgent Care,2019-04,0,0
NHS England North East And Yorkshire ,Northern Lincolnshire And Goole NHS Foundation Trust,2019-04,12514,3470
NHS England North East And Yorkshire ,Northumbria Healthcare NHS Foundation Trust,2019-04,9096,5792
NHS England North East And Yorkshire ,Park Community Practice,2019-04,0,0
NHS England North East And Yorkshire ,Shakespeare Walk-In Centre,2019-04,0,0
NHS England North East And Yorkshire ,Sheffield Children's NHS Foundation Trust,2019-04,4736,1029
NHS England North East And Yorkshire ,Sheffield Teaching Hospitals NHS Foundation Trust,2019-04,9233,5608
NHS England North East And Yorkshire ,South Tees Hospitals NHS Foundation Trust,2019-04,9363,4627
NHS England North East And Yorkshire ,South Tyneside And Sunderland NHS Foundation Trust,2019-04,14023,5025
NHS England North East And Yorkshire ,South West Yorkshire Partnership NHS Foundation Trust,2019-04,0,153
NHS England North East And Yorkshire ,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,2019-04,9856,5616
NHS England North East And Yorkshire ,The Rotherham NHS Foundation Trust,2019-04,8766,2060
